date,open,high,low,close,adjusted_close,volume,rsi,macd_line,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,sma_20,sma_50,ema_12,ema_26,returns,volatility
1980-12-12,28.7392,28.8736,28.7392,28.7392,0.0984,469033600,,0.0,0.0,0.0,,,,,,28.7392,28.7392,,
1980-12-15,27.3728,27.3728,27.2608,27.2608,0.0933,175884800,,-0.03316923076923217,-0.018427350427351205,-0.014741880341880967,,,,,,27.938399999999998,27.97156923076923,-0.05144193296960253,
1980-12-16,25.3792,25.3792,25.2448,25.2448,0.0864,105728000,,-0.10478022302480028,-0.053817871983682784,-0.050962351041117494,,,,,,26.88708729792148,26.99186752094628,-0.07395234182415766,
1980-12-17,25.872,26.0064,25.872,25.872,0.0886,86441600,,-0.11213759178358984,-0.07357387462592772,-0.03856371715766212,,,,,,26.566663908045975,26.678801499829564,0.024844720496894457,
1980-12-18,26.6336,26.7456,26.6336,26.6336,0.0912,73449600,,-0.08346888057918278,-0.07651741518793839,-0.006951465391244388,,,,,,26.584850205001853,26.668319085581036,0.029437229437229595,
1980-12-19,28.2464,28.3808,28.2464,28.2464,0.0967,48630400,,0.004298112578990043,-0.05461191390667798,0.058910026485668024,,,,,,26.98869421899629,26.9843961064173,0.060555088309503846,
1980-12-22,29.6352,29.7472,29.6352,29.6352,0.1014,37363200,,0.12342488712222277,-0.00955554915591959,0.13298043627814235,,,,,,27.579252724610086,27.455827837487863,0.04916732751784303,
1980-12-23,30.8672,31.0016,30.8672,30.8672,0.1056,46950400,,0.25991222254431534,0.055202623726216836,0.2047095988180985,,,,,,28.26539664350362,28.005484420959306,0.04157218442932731,
1980-12-24,32.5024,32.6144,32.5024,32.5024,0.1112,48003200,,0.4316006846916345,0.14215244312963782,0.28944824156199667,,,,,,29.103626714969316,28.67202603027768,0.05297532656023218,
1980-12-26,35.504,35.616,35.504,35.504,0.1215,55574400,,0.7017230203843816,0.26752873546213146,0.43419428492225015,,,,,,30.316494965013398,29.614771944629016,0.09235010337698135,
1980-12-29,35.9968,36.1312,35.9968,35.9968,0.1232,93161600,,0.9133308193476921,0.4088265413444674,0.5045042780032247,,,,,,31.35585382458772,30.442523005240027,0.013880126182965302,
1980-12-30,35.2576,35.2576,35.1232,35.1232,0.1202,68880000,,1.0080576821882303,0.5375162596140058,0.4705414225742245,,,,,,32.02567560690756,31.01761792471933,-0.02426882389545748,
1980-12-31,34.2496,34.2496,34.1152,34.1152,0.1168,35750400,,1.0079973153833066,0.6370863969572749,0.37091091842603174,,,,,,32.388496421499866,31.38049910611656,-0.02869897959183665,
1981-01-02,34.496,34.7424,34.496,34.496,0.1181,21660800,67.43554952510178,1.016930058757243,0.7165499744131657,0.30038008434407726,,,,,,32.74733699210564,31.730406933348394,0.011162179908076109,
1981-01-05,33.8688,33.8688,33.7568,33.7568,0.1155,35728000,64.54545454545453,0.9668263015401912,0.7684306280607182,0.19839567347947307,,,,,,32.91643932733156,31.94961302579137,-0.021428571428571574,
1981-01-06,32.368,32.368,32.256,32.256,0.1104,45158400,64.46173800259405,0.8256329010173822,0.7802024294029147,0.04543047161446745,,,,,,32.80729652121989,31.981663620202507,-0.0444591904445919,
1981-01-07,31.0016,31.0016,30.8672,30.8672,0.1056,55686400,66.89098250336474,0.6217619482898691,0.747784342765811,-0.12602239447594188,,,,,,32.49029777857683,31.868535830286962,-0.043055555555555514,
1981-01-08,30.3744,30.3744,30.24,30.24,0.1035,39827200,63.12247644683714,0.41845199845010583,0.6807095620733398,-0.26225756362323394,,,,,,32.12609135989656,31.707639361446457,-0.020319303338171335,
1981-01-09,31.8752,32.0096,31.8752,31.8752,0.1091,21504000,64.9616368286445,0.36201278843515894,0.6160381947187608,-0.2540254062836018,,,,,,32.08580742002249,31.72379463158733,0.05407407407407416,
1981-01-12,31.8752,31.8752,31.6288,31.6288,0.1083,23699200,60.47156726768377,0.29808249821638455,0.5517053481962012,-0.25362284997981666,37.602487218815085,31.043039999999998,24.48359278118491,31.043039999999998,,32.01291841401343,31.714835915797043,-0.007730147575544688,
1981-01-13,30.6208,30.6208,30.5088,30.5088,0.1044,23049600,52.750352609308884,0.17101717486039547,0.4748589304282668,-0.30384175556787135,37.60732617297141,31.131519999999995,24.65571382702858,31.131519999999995,,31.774370424506433,31.603353249646037,-0.03541076487252115,0.7201545957451897
1981-01-14,30.6208,30.7552,30.6208,30.6208,0.1048,14291200,49.16540212443095,0.07811665786763555,0.39492063540817085,-0.3168039775405353,37.52189377537069,31.299519999999994,25.077146224629296,31.299519999999994,,31.592283122943048,31.514166465075412,0.0036710719530101965,0.6898521539614485
1981-01-15,31.248,31.4944,31.248,31.248,0.107,14067200,45.43973941368078,0.047752523160500715,0.32507471541923566,-0.27732219225873495,37.13333383567246,31.599679999999996,26.066026164327532,31.599679999999996,,31.538155703126858,31.490403179966357,0.02048280907095834,0.6214350302606224
1981-01-16,31.136,31.136,31.0016,31.0016,0.1061,13395200,29.53156822810594,0.006666500786380425,0.261090917550161,-0.2544244167637806,36.70518669274436,31.85616,27.00713330725564,31.85616,,31.454083079217053,31.447416578430673,-0.007885304659498216,0.622929587876282
1981-01-19,32.8832,32.9952,32.8832,32.8832,0.1125,41574400,37.43218806509947,0.10541987677484244,0.22983864163486067,-0.12441876486001824,36.36171292336199,32.168639999999996,27.975567076637997,32.168639999999996,,31.677375749571876,31.571955872797034,0.06069364161849711,0.645468543373314
1981-01-20,32.0096,32.0096,31.8752,31.8752,0.1091,30083200,37.030411449016114,0.11028069381891825,0.2058545646468461,-0.09557387082792784,36.12137235177097,32.35008,28.57878764822902,32.35008,,31.70821086559218,31.59793017177326,-0.03065395095367851,0.6343823808064021
1981-01-21,32.5024,32.7488,32.5024,32.5024,0.1112,15904000,43.35793357933581,0.1572365481447413,0.19610739413422332,-0.03887084598948201,36.04157975539146,32.49343999999999,28.945300244608525,32.49343999999999,,31.83175194572219,31.674515397577448,0.01967673928320446,0.6166529116794721
1981-01-22,32.8832,33.1296,32.8832,32.8832,0.1125,35548800,43.35793357933581,0.21924575916292355,0.20074403570910926,0.01850172345381429,36.06147606616657,32.59423999999999,29.127003933833414,32.59423999999999,,31.995032033652432,31.77578627448951,0.011716057891109521,0.6023209845382825
1981-01-23,32.8832,32.9952,32.7488,32.7488,0.1121,11222400,45.63106796116507,0.2553892589730751,0.21169001844978239,0.04369924052329269,36.074173065526544,32.60655999999999,29.13894693447343,32.60655999999999,,32.111916334064205,31.85652707509113,-0.004087193460490468,0.573970004663099
1981-01-26,32.368,32.368,32.256,32.256,0.1104,24640000,50.0,0.24484890021441785,0.21833001471995303,0.026518885494464822,35.63348018256983,32.44415999999999,29.254839817430145,32.44415999999999,,32.13423167403459,31.88938277382017,-0.015047879616963189,0.4631282855043571
1981-01-27,32.256,32.256,32.0096,32.0096,0.1096,23699200,56.08591885441526,0.21575870951770426,0.21781524387515142,-0.002056534357447154,34.962716328831,32.244799999999984,29.526883671168964,32.244799999999984,,32.11494890306578,31.899190193548076,-0.007638888888888973,0.45814482198250667
1981-01-28,31.136,31.136,31.0016,31.0016,0.1061,28156800,53.89908256880734,0.11633413402496728,0.1975029288311411,-0.08116879480617381,34.44483321919374,32.03871999999999,29.63260678080624,32.03871999999999,,31.942843779082096,31.82650964505713,-0.0314905528341497,0.46277085310921806
1981-01-29,29.9936,29.9936,29.8816,29.8816,0.1023,43904000,39.22518159806297,-0.04565889764832676,0.14883971956202804,-0.1944986172103548,34.20875932448631,31.827039999999993,29.445320675513678,31.827039999999993,,31.624444657088002,31.67010355473633,-0.036127167630057855,0.46835877568607603
1981-01-30,28.4928,28.4928,28.2464,28.2464,0.0967,46188800,34.10526315789477,-0.29354615912966864,0.060317657805801256,-0.35386381693546987,34.05640136686689,31.514559999999996,28.9727186331331,31.514559999999996,,31.102965091263922,31.39651125039359,-0.05472263868065963,0.4936830937062105
1981-02-02,26.7456,26.7456,26.6336,26.6336,0.0912,23766400,32.595573440643875,-0.604731673565535,-0.07274618557596407,-0.5319854879895709,34.302272224536246,31.158399999999993,28.01452777546374,31.158399999999993,,30.41337834155346,31.018110015118996,-0.05709754163362413,0.5206267878895151
