timestamp,gmtoffset,Date,Open,High,Low,Close,Volume
1602586800,0,2020-10-13 11:00:00,1.179384,1.17994,1.178828,1.179245,
1602590400,0,2020-10-13 12:00:00,1.179245,1.180219,1.179106,1.179523,
1602594000,0,2020-10-13 13:00:00,1.179245,1.179245,1.175088,1.175917,
1602597600,0,2020-10-13 14:00:00,1.175778,1.176332,1.174122,1.174674,
1602601200,0,2020-10-13 15:00:00,1.174812,1.175226,1.174122,1.174398,
1602604800,0,2020-10-13 16:00:00,1.173984,1.17426,1.173571,1.173846,
1602608400,0,2020-10-13 17:00:00,1.173708,1.174674,1.173571,1.174122,
1602612000,0,2020-10-13 18:00:00,1.174122,1.175226,1.173846,1.174812,
1602615600,0,2020-10-13 19:00:00,1.17495,1.175364,1.174812,1.175364,
1602619200,0,2020-10-13 20:00:00,1.175088,1.175502,1.174674,1.175226,
1602622800,0,2020-10-13 21:00:00,1.17495,1.17564,1.174674,1.17495,
1602626400,0,2020-10-13 22:00:00,1.174674,1.175226,1.174674,1.175088,
1602630000,0,2020-10-13 23:00:00,1.174812,1.175088,1.174535,1.174535,
1602633600,0,2020-10-14 00:00:00,1.174535,1.17564,1.17426,1.175226,
1602637200,0,2020-10-14 01:00:00,1.17495,1.175364,1.173984,1.174674,
1602640800,0,2020-10-14 02:00:00,1.174535,1.17495,1.174398,1.174812,
1602644400,0,2020-10-14 03:00:00,1.174674,1.175502,1.174674,1.174812,
1602648000,0,2020-10-14 04:00:00,1.174812,1.175364,1.174535,1.174535,
1602651600,0,2020-10-14 05:00:00,1.174674,1.175364,1.17426,1.17495,
1602655200,0,2020-10-14 06:00:00,1.174535,1.175088,1.174398,1.17495,
1602658800,0,2020-10-14 07:00:00,1.17495,1.17495,1.173433,1.174535,
1602662400,0,2020-10-14 08:00:00,1.174535,1.175778,1.174122,1.174398,
1602666000,0,2020-10-14 09:00:00,1.17426,1.175364,1.17247,1.173295,
1602669600,0,2020-10-14 10:00:00,1.173571,1.17426,1.173158,1.173708,
1602673200,0,2020-10-14 11:00:00,1.173846,1.175502,1.173708,1.175502,
1602676800,0,2020-10-14 12:00:00,1.17495,1.177163,1.17495,1.17647,
1602680400,0,2020-10-14 13:00:00,1.176609,1.177163,1.175778,1.176609,
1602684000,0,2020-10-14 14:00:00,1.17647,1.177578,1.175917,1.176193,
1602687600,0,2020-10-14 15:00:00,1.176193,1.177163,1.17564,1.17564,
1602691200,0,2020-10-14 16:00:00,1.175917,1.176609,1.175088,1.175364,
1602694800,0,2020-10-14 17:00:00,1.175502,1.176193,1.175364,1.175778,
1602698400,0,2020-10-14 18:00:00,1.17564,1.176055,1.174812,1.175502,
1602702000,0,2020-10-14 19:00:00,1.175364,1.176193,1.175364,1.17564,
1602705600,0,2020-10-14 20:00:00,1.17564,1.17564,1.174812,1.17495,
1602709200,0,2020-10-14 21:00:00,1.174674,1.175502,1.174674,1.175502,
1602712800,0,2020-10-14 22:00:00,1.175364,1.175502,1.174398,1.174674,
1602716400,0,2020-10-14 23:00:00,1.174812,1.175088,1.174535,1.174812,
1602720000,0,2020-10-15 00:00:00,1.175088,1.175502,1.175088,1.175226,
1602723600,0,2020-10-15 01:00:00,1.175088,1.175917,1.17495,1.175917,
1602727200,0,2020-10-15 02:00:00,1.17564,1.175917,1.174674,1.174812,
1602730800,0,2020-10-15 03:00:00,1.174812,1.175778,1.174812,1.175226,
1602734400,0,2020-10-15 04:00:00,1.175226,1.175778,1.175088,1.17564,
1602738000,0,2020-10-15 05:00:00,1.17564,1.176332,1.17564,1.175917,
1602741600,0,2020-10-15 06:00:00,1.175502,1.175778,1.173984,1.174398,
1602745200,0,2020-10-15 07:00:00,1.173846,1.17495,1.173571,1.174122,
1602748800,0,2020-10-15 08:00:00,1.173846,1.174122,1.170686,1.171097,
1602752400,0,2020-10-15 09:00:00,1.17096,1.171508,1.170823,1.171508,
1602756000,0,2020-10-15 10:00:00,1.171371,1.172745,1.17096,1.17247,
1602759600,0,2020-10-15 11:00:00,1.172333,1.172745,1.171097,1.171097,
1602763200,0,2020-10-15 12:00:00,1.17096,1.171646,1.169727,1.170412,
1602766800,0,2020-10-15 13:00:00,1.170001,1.17096,1.169317,1.170001,
1602770400,0,2020-10-15 14:00:00,1.170138,1.17096,1.169317,1.170274,
1602774000,0,2020-10-15 15:00:00,1.170138,1.171097,1.16959,1.170412,
1602777600,0,2020-10-15 16:00:00,1.170548,1.170823,1.169453,1.170001,
1602781200,0,2020-10-15 17:00:00,1.170138,1.171097,1.169864,1.169864,
1602784800,0,2020-10-15 18:00:00,1.169727,1.170548,1.169727,1.170138,
1602788400,0,2020-10-15 19:00:00,1.170001,1.171097,1.170001,1.171097,
1602792000,0,2020-10-15 20:00:00,1.170823,1.171783,1.170686,1.171508,
1602795600,0,2020-10-15 21:00:00,1.171234,1.17192,1.170412,1.171508,
1602799200,0,2020-10-15 22:00:00,1.171508,1.171646,1.170823,1.17096,
1602802800,0,2020-10-15 23:00:00,1.17096,1.171371,1.17096,1.17096,
1602806400,0,2020-10-16 00:00:00,1.17096,1.171783,1.170412,1.171508,
1602810000,0,2020-10-16 01:00:00,1.171508,1.172058,1.171097,1.171234,
1602813600,0,2020-10-16 02:00:00,1.171097,1.171508,1.170686,1.170686,
1602817200,0,2020-10-16 03:00:00,1.170686,1.171371,1.170548,1.170686,
1602820800,0,2020-10-16 04:00:00,1.17096,1.171234,1.170686,1.170686,
1602824400,0,2020-10-16 05:00:00,1.17096,1.171371,1.170686,1.171234,
1602828000,0,2020-10-16 06:00:00,1.171097,1.171371,1.169727,1.170686,
1602831600,0,2020-10-16 07:00:00,1.170412,1.17247,1.170412,1.17192,
1602835200,0,2020-10-16 08:00:00,1.172058,1.17247,1.170823,1.171097,
1602838800,0,2020-10-16 09:00:00,1.170686,1.172058,1.170686,1.171371,
1602842400,0,2020-10-16 10:00:00,1.171234,1.173708,1.171234,1.172195,
1602846000,0,2020-10-16 11:00:00,1.171783,1.17426,1.171783,1.173433,
1602849600,0,2020-10-16 12:00:00,1.17426,1.175088,1.173571,1.173708,
1602853200,0,2020-10-16 13:00:00,1.173708,1.174122,1.17302,1.173433,
1602856800,0,2020-10-16 14:00:00,1.173433,1.173846,1.171783,1.172333,
1602860400,0,2020-10-16 15:00:00,1.172333,1.172607,1.171783,1.17192,
1602864000,0,2020-10-16 16:00:00,1.172058,1.17302,1.171783,1.172607,
1602867600,0,2020-10-16 17:00:00,1.172333,1.172883,1.172058,1.172058,
1602871200,0,2020-10-16 18:00:00,1.172058,1.172745,1.17192,1.172195,
1602874800,0,2020-10-16 19:00:00,1.172195,1.17247,1.171783,1.172333,
1602878400,0,2020-10-16 20:00:00,1.172058,1.172195,1.171646,1.172058,
1602882000,0,2020-10-16 21:00:00,1.172745,1.172745,1.172745,1.172745,
1603062000,0,2020-10-18 23:00:00,1.171646,1.172195,1.171508,1.17192,
1603065600,0,2020-10-19 00:00:00,1.17192,1.172745,1.17192,1.172607,
1603069200,0,2020-10-19 01:00:00,1.172883,1.172883,1.171783,1.171783,
1603072800,0,2020-10-19 02:00:00,1.171783,1.172195,1.171508,1.171783,
1603076400,0,2020-10-19 03:00:00,1.171783,1.171783,1.17096,1.17096,
1603080000,0,2020-10-19 04:00:00,1.171097,1.171371,1.170823,1.17096,
1603083600,0,2020-10-19 05:00:00,1.170823,1.17192,1.170823,1.171646,
1603087200,0,2020-10-19 06:00:00,1.171371,1.171783,1.170686,1.170823,
1603090800,0,2020-10-19 07:00:00,1.171234,1.17302,1.171234,1.17247,
1603094400,0,2020-10-19 08:00:00,1.17247,1.174535,1.17247,1.174122,
1603098000,0,2020-10-19 09:00:00,1.17426,1.176609,1.174122,1.175917,
1603101600,0,2020-10-19 10:00:00,1.176193,1.177024,1.17564,1.177024,
1603105200,0,2020-10-19 11:00:00,1.177163,1.179523,1.176885,1.179106,
1603108800,0,2020-10-19 12:00:00,1.178828,1.179523,1.177994,1.178133,
1603112400,0,2020-10-19 13:00:00,1.178133,1.179106,1.177994,1.178689,
1603116000,0,2020-10-19 14:00:00,1.178689,1.179801,1.177717,1.178689,
1603119600,0,2020-10-19 15:00:00,1.17855,1.179384,1.178133,1.179106,
1603123200,0,2020-10-19 16:00:00,1.179245,1.179384,1.17855,1.17855,
1603126800,0,2020-10-19 17:00:00,1.17855,1.179106,1.178133,1.178272,
1603130400,0,2020-10-19 18:00:00,1.178133,1.178828,1.177163,1.177163,
1603134000,0,2020-10-19 19:00:00,1.176885,1.177717,1.176885,1.177578,
1603137600,0,2020-10-19 20:00:00,1.177301,1.177856,1.176885,1.17744,
1603141200,0,2020-10-19 21:00:00,1.177578,1.177994,1.176747,1.177163,
1603144800,0,2020-10-19 22:00:00,1.177301,1.177856,1.177163,1.177163,
1603148400,0,2020-10-19 23:00:00,1.177163,1.177578,1.176885,1.177163,
1603152000,0,2020-10-20 00:00:00,1.177163,1.178272,1.177163,1.177856,
1603155600,0,2020-10-20 01:00:00,1.177578,1.178133,1.176885,1.177024,
1603159200,0,2020-10-20 02:00:00,1.176885,1.177578,1.176747,1.177301,
1603162800,0,2020-10-20 03:00:00,1.177163,1.178272,1.177163,1.177994,
1603166400,0,2020-10-20 04:00:00,1.177856,1.178411,1.177717,1.177994,
1603170000,0,2020-10-20 05:00:00,1.17855,1.178689,1.177717,1.178411,
1603173600,0,2020-10-20 06:00:00,1.178133,1.17855,1.177163,1.177163,
1603177200,0,2020-10-20 07:00:00,1.17744,1.178133,1.17647,1.178133,
1603180800,0,2020-10-20 08:00:00,1.177717,1.179662,1.177578,1.17855,
1603184400,0,2020-10-20 09:00:00,1.178828,1.181195,1.178689,1.180916,
1603188000,0,2020-10-20 10:00:00,1.181055,1.182172,1.180776,1.181753,
1603191600,0,2020-10-20 11:00:00,1.181614,1.181893,1.180498,1.180916,
1603195200,0,2020-10-20 12:00:00,1.180916,1.182312,1.180637,1.181195,
1603198800,0,2020-10-20 13:00:00,1.181195,1.182452,1.181195,1.182452,
1603202400,0,2020-10-20 14:00:00,1.182452,1.184413,1.182172,1.183712,
1603206000,0,2020-10-20 15:00:00,1.183291,1.183291,1.182592,1.182732,
1603209600,0,2020-10-20 16:00:00,1.182592,1.183712,1.182592,1.183011,
1603213200,0,2020-10-20 17:00:00,1.183151,1.184132,1.183151,1.183572,
1603216800,0,2020-10-20 18:00:00,1.183712,1.184132,1.183011,1.183011,
1603220400,0,2020-10-20 19:00:00,1.183151,1.183572,1.182592,1.183291,
1603224000,0,2020-10-20 20:00:00,1.182872,1.183291,1.182592,1.182732,
1603227600,0,2020-10-20 21:00:00,1.182452,1.183291,1.182172,1.182732,
1603231200,0,2020-10-20 22:00:00,1.182592,1.183572,1.182592,1.183151,
1603234800,0,2020-10-20 23:00:00,1.183291,1.183852,1.183011,1.183291,
1603238400,0,2020-10-21 00:00:00,1.183291,1.184272,1.183291,1.183712,
1603242000,0,2020-10-21 01:00:00,1.183992,1.184553,1.183431,1.183992,
1603245600,0,2020-10-21 02:00:00,1.183992,1.184974,1.183992,1.184132,
1603249200,0,2020-10-21 03:00:00,1.184553,1.185395,1.184272,1.185114,
1603252800,0,2020-10-21 04:00:00,1.184974,1.185677,1.184834,1.185114,
1603256400,0,2020-10-21 05:00:00,1.185114,1.185677,1.184693,1.184974,
1603260000,0,2020-10-21 06:00:00,1.184974,1.186661,1.184834,1.185817,
1603263600,0,2020-10-21 07:00:00,1.185817,1.187084,1.185114,1.187084,
1603267200,0,2020-10-21 08:00:00,1.186802,1.187225,1.185395,1.185395,
1603270800,0,2020-10-21 09:00:00,1.185395,1.186098,1.184834,1.184834,
1603274400,0,2020-10-21 10:00:00,1.184693,1.186521,1.184693,1.186239,
1603278000,0,2020-10-21 11:00:00,1.186239,1.186802,1.184693,1.185255,
1603281600,0,2020-10-21 12:00:00,1.185255,1.187225,1.185114,1.187084,
1603285200,0,2020-10-21 13:00:00,1.186661,1.186661,1.184834,1.18638,
1603288800,0,2020-10-21 14:00:00,1.186661,1.188354,1.186098,1.18793,
1603292400,0,2020-10-21 15:00:00,1.187789,1.188071,1.187084,1.187225,
1603296000,0,2020-10-21 16:00:00,1.187507,1.188777,1.187507,1.187648,
1603299600,0,2020-10-21 17:00:00,1.187648,1.188212,1.187084,1.187084,
1603303200,0,2020-10-21 18:00:00,1.187084,1.187648,1.186521,1.186521,
1603306800,0,2020-10-21 19:00:00,1.186802,1.186943,1.186098,1.186239,
1603310400,0,2020-10-21 20:00:00,1.186521,1.186661,1.185817,1.186521,
1603314000,0,2020-10-21 21:00:00,1.186239,1.187225,1.186098,1.186521,
1603317600,0,2020-10-21 22:00:00,1.186943,1.187084,1.186239,1.186239,
1603321200,0,2020-10-21 23:00:00,1.18638,1.186521,1.185395,1.185536,
1603324800,0,2020-10-22 00:00:00,1.185395,1.185677,1.184693,1.184974,
1603328400,0,2020-10-22 01:00:00,1.184974,1.185536,1.184834,1.184834,
1603332000,0,2020-10-22 02:00:00,1.184834,1.185114,1.184272,1.184553,
1603335600,0,2020-10-22 03:00:00,1.184553,1.184974,1.184413,1.184553,
1603339200,0,2020-10-22 04:00:00,1.184693,1.185255,1.184413,1.184834,
1603342800,0,2020-10-22 05:00:00,1.184834,1.185395,1.184693,1.185255,
1603346400,0,2020-10-22 06:00:00,1.185255,1.186661,1.185255,1.185395,
1603350000,0,2020-10-22 07:00:00,1.185255,1.187366,1.184553,1.186521,
1603353600,0,2020-10-22 08:00:00,1.186098,1.18638,1.184693,1.184693,
1603357200,0,2020-10-22 09:00:00,1.184834,1.184974,1.183151,1.183712,
1603360800,0,2020-10-22 10:00:00,1.183572,1.184834,1.183011,1.183572,
1603364400,0,2020-10-22 11:00:00,1.183151,1.183431,1.182033,1.182872,
1603368000,0,2020-10-22 12:00:00,1.183011,1.183431,1.181893,1.182872,
1603371600,0,2020-10-22 13:00:00,1.183011,1.183992,1.182592,1.182592,
1603375200,0,2020-10-22 14:00:00,1.182732,1.183291,1.182033,1.183151,
1603378800,0,2020-10-22 15:00:00,1.183151,1.183852,1.182452,1.182592,
1603382400,0,2020-10-22 16:00:00,1.182452,1.183011,1.182452,1.182732,
1603386000,0,2020-10-22 17:00:00,1.182452,1.183011,1.182172,1.182172,
1603389600,0,2020-10-22 18:00:00,1.182312,1.182872,1.182033,1.182033,
1603393200,0,2020-10-22 19:00:00,1.182172,1.182592,1.181893,1.182172,
1603396800,0,2020-10-22 20:00:00,1.182312,1.182592,1.182172,1.182172,
1603400400,0,2020-10-22 21:00:00,1.182452,1.183431,1.182033,1.182452,
1603404000,0,2020-10-22 22:00:00,1.182452,1.183151,1.182172,1.183011,
1603407600,0,2020-10-22 23:00:00,1.182872,1.183011,1.181614,1.181753,
1603411200,0,2020-10-23 00:00:00,1.181893,1.181893,1.179106,1.180358,
1603414800,0,2020-10-23 01:00:00,1.180637,1.180916,1.17994,1.180637,
1603418400,0,2020-10-23 02:00:00,1.180776,1.181055,1.180219,1.180637,
1603422000,0,2020-10-23 03:00:00,1.180776,1.180916,1.180219,1.180358,
1603425600,0,2020-10-23 04:00:00,1.180219,1.180776,1.17994,1.180498,
1603429200,0,2020-10-23 05:00:00,1.180916,1.180916,1.180219,1.180637,
1603432800,0,2020-10-23 06:00:00,1.180637,1.180637,1.179523,1.180358,
1603436400,0,2020-10-23 07:00:00,1.180358,1.183572,1.180358,1.183291,
1603440000,0,2020-10-23 08:00:00,1.183151,1.185114,1.183151,1.184272,
1603443600,0,2020-10-23 09:00:00,1.184132,1.185958,1.183852,1.184974,
1603447200,0,2020-10-23 10:00:00,1.185114,1.185395,1.184553,1.184974,
1603450800,0,2020-10-23 11:00:00,1.184974,1.185677,1.184693,1.184974,
1603454400,0,2020-10-23 12:00:00,1.185114,1.18638,1.185114,1.185677,
1603458000,0,2020-10-23 13:00:00,1.185677,1.185958,1.184132,1.184272,
1603461600,0,2020-10-23 14:00:00,1.183992,1.183992,1.183011,1.183852,
1603465200,0,2020-10-23 15:00:00,1.183852,1.184834,1.183712,1.184553,
1603468800,0,2020-10-23 16:00:00,1.184553,1.184974,1.183852,1.184974,
1603472400,0,2020-10-23 17:00:00,1.184693,1.186239,1.184693,1.185958,
1603476000,0,2020-10-23 18:00:00,1.185958,1.186802,1.185817,1.186239,
1603479600,0,2020-10-23 19:00:00,1.186661,1.186802,1.186098,1.186661,
1603483200,0,2020-10-23 20:00:00,1.186661,1.186802,1.186239,1.18638,
1603486800,0,2020-10-23 21:00:00,1.186802,1.186802,1.186802,1.186802,
1603670400,0,2020-10-26 00:00:00,1.185114,1.185817,1.184834,1.184834,
1603674000,0,2020-10-26 01:00:00,1.184974,1.185255,1.183712,1.184413,
1603677600,0,2020-10-26 02:00:00,1.184272,1.184974,1.184132,1.184272,
1603681200,0,2020-10-26 03:00:00,1.183992,1.184413,1.183572,1.183852,
1603684800,0,2020-10-26 04:00:00,1.183852,1.184413,1.183572,1.183572,
1603688400,0,2020-10-26 05:00:00,1.183712,1.184272,1.183431,1.183572,
1603692000,0,2020-10-26 06:00:00,1.183572,1.184272,1.183572,1.183712,
1603695600,0,2020-10-26 07:00:00,1.183431,1.185114,1.183151,1.183712,
1603699200,0,2020-10-26 08:00:00,1.183431,1.184132,1.181893,1.182172,
1603702800,0,2020-10-26 09:00:00,1.182172,1.182312,1.180916,1.181334,
1603706400,0,2020-10-26 10:00:00,1.181195,1.182872,1.180637,1.182732,
1603710000,0,2020-10-26 11:00:00,1.182592,1.183011,1.182312,1.182592,
1603713600,0,2020-10-26 12:00:00,1.182592,1.183011,1.181055,1.181753,
1603717200,0,2020-10-26 13:00:00,1.181753,1.183011,1.181474,1.182172,
1603720800,0,2020-10-26 14:00:00,1.182172,1.182592,1.181334,1.181614,
1603724400,0,2020-10-26 15:00:00,1.181334,1.182872,1.181195,1.181893,
1603728000,0,2020-10-26 16:00:00,1.182033,1.182732,1.182033,1.182592,
1603731600,0,2020-10-26 17:00:00,1.183151,1.183151,1.181753,1.182033,
1603735200,0,2020-10-26 18:00:00,1.181753,1.182172,1.181474,1.181753,
1603738800,0,2020-10-26 19:00:00,1.181614,1.182172,1.181055,1.181055,
1603742400,0,2020-10-26 20:00:00,1.181055,1.181753,1.181055,1.181753,
1603746000,0,2020-10-26 21:00:00,1.181334,1.181893,1.181195,1.181334,
1603749600,0,2020-10-26 22:00:00,1.181614,1.181753,1.181055,1.181055,
1603753200,0,2020-10-26 23:00:00,1.181055,1.181893,1.181055,1.181334,
1603756800,0,2020-10-27 00:00:00,1.181334,1.182452,1.181195,1.182312,
1603760400,0,2020-10-27 01:00:00,1.182452,1.182732,1.182033,1.182172,
1603764000,0,2020-10-27 02:00:00,1.182732,1.183291,1.182452,1.182592,
1603767600,0,2020-10-27 03:00:00,1.182592,1.182872,1.182172,1.182452,
1603771200,0,2020-10-27 04:00:00,1.182452,1.183151,1.182452,1.182732,
1603774800,0,2020-10-27 05:00:00,1.183011,1.184132,1.182872,1.183712,
1603778400,0,2020-10-27 06:00:00,1.183712,1.183992,1.183291,1.183431,
1603782000,0,2020-10-27 07:00:00,1.183291,1.183431,1.182033,1.182172,
1603785600,0,2020-10-27 08:00:00,1.182172,1.182732,1.17994,1.181334,
1603789200,0,2020-10-27 09:00:00,1.181195,1.182312,1.180498,1.181195,
1603792800,0,2020-10-27 10:00:00,1.181055,1.182033,1.180916,1.181893,
1603796400,0,2020-10-27 11:00:00,1.181893,1.183291,1.181753,1.182732,
1603800000,0,2020-10-27 12:00:00,1.182732,1.183712,1.182732,1.183011,
1603803600,0,2020-10-27 13:00:00,1.183151,1.184132,1.183011,1.183852,
1603807200,0,2020-10-27 14:00:00,1.184132,1.184132,1.182452,1.182872,
1603810800,0,2020-10-27 15:00:00,1.182872,1.183852,1.182452,1.183712,
1603814400,0,2020-10-27 16:00:00,1.183572,1.184272,1.182732,1.183291,
1603818000,0,2020-10-27 17:00:00,1.183291,1.183852,1.182872,1.182872,
1603821600,0,2020-10-27 18:00:00,1.182872,1.183431,1.181614,1.181614,
1603825200,0,2020-10-27 19:00:00,1.181474,1.182312,1.181195,1.181334,
1603828800,0,2020-10-27 20:00:00,1.181195,1.182312,1.179801,1.179801,
1603832400,0,2020-10-27 21:00:00,1.17994,1.180219,1.178689,1.179106,
1603836000,0,2020-10-27 22:00:00,1.179245,1.179245,1.177301,1.178411,
1603839600,0,2020-10-27 23:00:00,1.178272,1.178828,1.178133,1.178828,
1603843200,0,2020-10-28 00:00:00,1.17855,1.178689,1.177717,1.178272,
1603846800,0,2020-10-28 01:00:00,1.178133,1.179245,1.178133,1.178411,
1603850400,0,2020-10-28 02:00:00,1.178411,1.178828,1.178133,1.178133,
1603854000,0,2020-10-28 03:00:00,1.177994,1.178828,1.177994,1.177994,
1603857600,0,2020-10-28 04:00:00,1.177994,1.178828,1.177856,1.178272,
1603861200,0,2020-10-28 05:00:00,1.178411,1.179106,1.178133,1.178967,
1603864800,0,2020-10-28 06:00:00,1.178411,1.179245,1.177024,1.177301,
1603868400,0,2020-10-28 07:00:00,1.177301,1.178133,1.177301,1.17744,
1603872000,0,2020-10-28 08:00:00,1.177163,1.177163,1.175364,1.176885,
1603875600,0,2020-10-28 09:00:00,1.176609,1.176747,1.17495,1.175364,
1603879200,0,2020-10-28 10:00:00,1.174812,1.17564,1.174122,1.174122,
1603882800,0,2020-10-28 11:00:00,1.173984,1.175088,1.173433,1.173984,
1603886400,0,2020-10-28 12:00:00,1.173708,1.173846,1.172195,1.17302,
1603890000,0,2020-10-28 13:00:00,1.172607,1.174398,1.172607,1.173846,
1603893600,0,2020-10-28 14:00:00,1.173984,1.174122,1.17247,1.173571,
1603897200,0,2020-10-28 15:00:00,1.173984,1.175502,1.173433,1.175364,
1603900800,0,2020-10-28 16:00:00,1.17564,1.176332,1.175088,1.175502,
1603904400,0,2020-10-28 17:00:00,1.175502,1.17564,1.17495,1.175364,
1603908000,0,2020-10-28 18:00:00,1.175364,1.176193,1.175226,1.175364,
1603911600,0,2020-10-28 19:00:00,1.17564,1.176193,1.17495,1.17495,
1603915200,0,2020-10-28 20:00:00,1.175088,1.175917,1.17495,1.175226,
1603918800,0,2020-10-28 21:00:00,1.175364,1.17564,1.174812,1.17495,
1603922400,0,2020-10-28 22:00:00,1.175088,1.175917,1.175088,1.175226,
1603926000,0,2020-10-28 23:00:00,1.175088,1.17564,1.174812,1.175226,
1603929600,0,2020-10-29 00:00:00,1.175088,1.176055,1.174812,1.175502,
1603933200,0,2020-10-29 01:00:00,1.17564,1.17647,1.175088,1.176055,
1603936800,0,2020-10-29 02:00:00,1.176193,1.176332,1.175088,1.175088,
1603940400,0,2020-10-29 03:00:00,1.175226,1.175917,1.174812,1.17564,
1603944000,0,2020-10-29 04:00:00,1.17564,1.176193,1.175502,1.175917,
1603947600,0,2020-10-29 05:00:00,1.17564,1.176055,1.175364,1.175778,
1603951200,0,2020-10-29 06:00:00,1.175502,1.17647,1.175502,1.176055,
1603954800,0,2020-10-29 07:00:00,1.175364,1.176193,1.173846,1.173846,
1603958400,0,2020-10-29 08:00:00,1.174122,1.174122,1.172883,1.173295,
1603962000,0,2020-10-29 09:00:00,1.173433,1.174122,1.172883,1.17302,
1603965600,0,2020-10-29 10:00:00,1.173158,1.173158,1.172058,1.172058,
1603969200,0,2020-10-29 11:00:00,1.17192,1.172745,1.170548,1.170686,
1603972800,0,2020-10-29 12:00:00,1.170823,1.17192,1.170001,1.170548,
1603976400,0,2020-10-29 13:00:00,1.170548,1.171508,1.168633,1.16959,
1603980000,0,2020-10-29 14:00:00,1.16959,1.170138,1.167814,1.168633,
1603983600,0,2020-10-29 15:00:00,1.168633,1.16877,1.166044,1.166044,
1603987200,0,2020-10-29 16:00:00,1.16618,1.166997,1.166044,1.166452,
1603990800,0,2020-10-29 17:00:00,1.166452,1.166452,1.165365,1.166316,
1603994400,0,2020-10-29 18:00:00,1.16618,1.167814,1.166044,1.167406,
1603998000,0,2020-10-29 19:00:00,1.167406,1.168224,1.167406,1.167814,
1604001600,0,2020-10-29 20:00:00,1.167678,1.168224,1.167542,1.167678,
1604005200,0,2020-10-29 21:00:00,1.168224,1.168633,1.166997,1.167814,
1604008800,0,2020-10-29 22:00:00,1.167678,1.168087,1.167269,1.167678,
1604012400,0,2020-10-29 23:00:00,1.167406,1.16836,1.167406,1.167814,
1604016000,0,2020-10-30 00:00:00,1.168224,1.168224,1.167269,1.167814,
1604019600,0,2020-10-30 01:00:00,1.167678,1.169043,1.167678,1.168907,
1604023200,0,2020-10-30 02:00:00,1.168633,1.16959,1.168497,1.168907,
1604026800,0,2020-10-30 03:00:00,1.168907,1.170001,1.168907,1.169317,
1604030400,0,2020-10-30 04:00:00,1.169453,1.169864,1.168497,1.168633,
1604034000,0,2020-10-30 05:00:00,1.168497,1.168907,1.167814,1.168497,
