Date,Open,High,Low,Close,AdjClose,Volume
1990-03-09,400.05,400.05,400.05,400.05,400.05,0
1990-03-12,399.15,399.15,399.15,399.15,399.15,0
1990-03-13,398.95,398.95,398.95,398.95,398.95,0
1990-03-14,398.25,398.25,398.25,398.25,398.25,0
1990-03-15,398.5,398.5,398.5,398.5,398.5,0
1990-03-16,399.95,399.95,399.95,399.95,399.95,0
1990-03-19,401.25,401.25,401.25,401.25,401.25,0
1990-03-20,393.25,393.25,393.25,393.25,393.25,0
1990-03-21,391.65,391.65,391.65,391.65,391.65,0
1990-03-22,394.25,394.25,394.25,394.25,394.25,0
1990-03-23,389.15,389.15,389.15,389.15,389.15,0
1990-03-26,368.62,368.62,368.62,368.62,368.62,0
1990-03-27,367.75,367.75,367.75,367.75,367.75,0
1990-03-28,369.35,369.35,369.35,369.35,369.35,0
1990-03-29,371.55,371.55,371.55,371.55,371.55,0
1990-03-30,370.45,370.45,370.45,370.45,370.45,0
1990-04-02,370.55,370.55,370.55,370.55,370.55,0
1990-04-03,375.25,375.25,375.25,375.25,375.25,0
1990-04-04,377.25,377.25,377.25,377.25,377.25,0
1990-04-05,375.55,375.55,375.55,375.55,375.55,0
1990-04-06,380.75,380.75,380.75,380.75,380.75,0
1990-04-09,375.95,375.95,375.95,375.95,375.95,0
1990-04-10,375.75,375.75,375.75,375.75,375.75,0
1990-04-11,375.0,375.0,375.0,375.0,375.0,0
1990-04-12,375.85,375.85,375.85,375.85,375.85,0
1990-04-13,375.85,375.85,375.85,375.85,375.85,0
1990-04-16,374.85,374.85,374.85,374.85,374.85,0
1990-04-17,374.75,374.75,374.75,374.75,374.75,0
1990-04-18,376.4,376.4,376.4,376.4,376.4,0
1990-04-19,377.5,377.5,377.5,377.5,377.5,0
1990-04-20,376.25,376.25,376.25,376.25,376.25,0
1990-04-23,378.7,378.7,378.7,378.7,378.7,0
1990-04-24,375.85,375.85,375.85,375.85,375.85,0
1990-04-25,371.6,371.6,371.6,371.6,371.6,0
1990-04-26,370.85,370.85,370.85,370.85,370.85,0
1990-04-27,371.5,371.5,371.5,371.5,371.5,0
1990-04-30,368.9,368.9,368.9,368.9,368.9,0
1990-05-01,370.25,370.25,370.25,370.25,370.25,0
1990-05-02,369.95,369.95,369.95,369.95,369.95,0
1990-05-03,371.55,371.55,371.55,371.55,371.55,0
1990-05-04,371.35,371.35,371.35,371.35,371.35,0
1990-05-07,372.05,372.05,372.05,372.05,372.05,0
1990-05-08,370.5,370.5,370.5,370.5,370.5,0
1990-05-09,371.35,371.35,371.35,371.35,371.35,0
1990-05-10,370.9,370.9,370.9,370.9,370.9,0
1990-05-11,368.95,368.95,368.95,368.95,368.95,0
1990-05-14,368.2,368.2,368.2,368.2,368.2,0
1990-05-15,370.15,370.15,370.15,370.15,370.15,0
1990-05-16,369.25,369.25,369.25,369.25,369.25,0
1990-05-17,369.3,369.3,369.3,369.3,369.3,0
1990-05-18,373.25,373.25,373.25,373.25,373.25,0
1990-05-21,372.8,372.8,372.8,372.8,372.8,0
1990-05-22,374.75,374.75,374.75,374.75,374.75,0
1990-05-23,364.85,364.85,364.85,364.85,364.85,0
1990-05-24,366.75,366.75,366.75,366.75,366.75,0
1990-05-25,367.85,367.85,367.85,367.85,367.85,0
1990-05-28,367.5,367.5,367.5,367.5,367.5,0
1990-05-29,366.75,366.75,366.75,366.75,366.75,0
1990-05-30,364.7,364.7,364.7,364.7,364.7,0
1990-05-31,363.9,363.9,363.9,363.9,363.9,0
1990-06-01,359.0,359.0,359.0,359.0,359.0,0
1990-06-04,357.8,357.8,357.8,357.8,357.8,0
1990-06-05,359.2,359.2,359.2,359.2,359.2,0
1990-06-06,357.05,357.05,357.05,357.05,357.05,0
1990-06-07,354.0,354.0,354.0,354.0,354.0,0
1990-06-08,355.25,355.25,355.25,355.25,355.25,0
1990-06-11,355.35,355.35,355.35,355.35,355.35,0
1990-06-12,354.75,354.75,354.75,354.75,354.75,0
1990-06-13,353.55,353.55,353.55,353.55,353.55,0
1990-06-14,349.15,349.15,349.15,349.15,349.15,0
1990-06-15,345.55,345.55,345.55,345.55,345.55,0
1990-06-18,348.75,348.75,348.75,348.75,348.75,0
1990-06-19,348.2,348.2,348.2,348.2,348.2,0
1990-06-20,349.75,349.75,349.75,349.75,349.75,0
1990-06-21,350.05,350.05,350.05,350.05,350.05,0
1990-06-22,349.75,349.75,349.75,349.75,349.75,0
1990-06-25,353.35,353.35,353.35,353.35,353.35,0
1990-06-26,350.3,350.3,350.3,350.3,350.3,0
1990-06-27,350.25,350.25,350.25,350.25,350.25,0
1990-06-28,351.1,351.1,351.1,351.1,351.1,0
1990-06-29,357.05,357.05,357.05,357.05,357.05,0
1990-07-02,358.1,358.1,358.1,358.1,358.1,0
1990-07-03,361.5,361.5,361.5,361.5,361.5,0
1990-07-04,362.55,362.55,362.55,362.55,362.55,0
1990-07-05,360.75,360.75,360.75,360.75,360.75,0
1990-07-06,360.4,360.4,360.4,360.4,360.4,0
1990-07-09,357.8,357.8,357.8,357.8,357.8,0
1990-07-10,355.0,355.0,355.0,355.0,355.0,0
1990-07-11,353.35,353.35,353.35,353.35,353.35,0
1990-07-12,357.95,357.95,357.95,357.95,357.95,0
1990-07-13,364.25,364.25,364.25,364.25,364.25,0
1990-07-16,362.75,362.75,362.75,362.75,362.75,0
1990-07-17,361.25,361.25,361.25,361.25,361.25,0
1990-07-18,361.3,361.3,361.3,361.3,361.3,0
1990-07-19,360.65,360.65,360.65,360.65,360.65,0
1990-07-20,361.15,361.15,361.15,361.15,361.15,0
1990-07-23,368.6,368.6,368.6,368.6,368.6,0
1990-07-24,367.3,367.3,367.3,367.3,367.3,0
1990-07-25,371.45,371.45,371.45,371.45,371.45,0
1990-07-26,368.95,368.95,368.95,368.95,368.95,0
1990-07-27,367.5,367.5,367.5,367.5,367.5,0
1990-07-30,367.95,367.95,367.95,367.95,367.95,0
1990-07-31,370.75,370.75,370.75,370.75,370.75,0
1990-08-01,373.25,373.25,373.25,373.25,373.25,0
1990-08-02,377.45,377.45,377.45,377.45,377.45,0
1990-08-03,377.75,377.75,377.75,377.75,377.75,0
1990-08-06,384.75,384.75,384.75,384.75,384.75,0
1990-08-07,386.5,386.5,386.5,386.5,386.5,0
1990-08-08,382.95,382.95,382.95,382.95,382.95,0
1990-08-09,385.75,385.75,385.75,385.75,385.75,0
1990-08-10,396.75,396.75,396.75,396.75,396.75,0
1990-08-13,404.25,404.25,404.25,404.25,404.25,0
1990-08-14,404.68,404.68,404.68,404.68,404.68,0
1990-08-15,402.75,402.75,402.75,402.75,402.75,0
1990-08-16,410.38,410.38,410.38,410.38,410.38,0
1990-08-17,409.48,409.48,409.48,409.48,409.48,0
1990-08-20,409.75,409.75,409.75,409.75,409.75,0
1990-08-21,407.0,407.0,407.0,407.0,407.0,0
1990-08-22,413.62,413.62,413.62,413.62,413.62,0
1990-08-23,411.45,411.45,411.45,411.45,411.45,0
1990-08-24,411.95,411.95,411.95,411.95,411.95,0
1990-08-27,390.25,390.25,390.25,390.25,390.25,0
1990-08-28,383.0,383.0,383.0,383.0,383.0,0
1990-08-29,387.5,387.5,387.5,387.5,387.5,0
1990-08-30,389.25,389.25,389.25,389.25,389.25,0
1990-08-31,383.0,383.0,383.0,383.0,383.0,0
1990-09-03,386.85,386.85,386.85,386.85,386.85,0
1990-09-04,384.5,384.5,384.5,384.5,384.5,0
1990-09-05,388.75,388.75,388.75,388.75,388.75,0
1990-09-06,390.25,390.25,390.25,390.25,390.25,0
1990-09-07,390.05,390.05,390.05,390.05,390.05,0
1990-09-10,379.6,379.6,379.6,379.6,379.6,0
1990-09-11,380.85,380.85,380.85,380.85,380.85,0
1990-09-12,382.65,382.65,382.65,382.65,382.65,0
1990-09-13,383.75,383.75,383.75,383.75,383.75,0
1990-09-14,385.35,385.35,385.35,385.35,385.35,0
1990-09-17,390.75,390.75,390.75,390.75,390.75,0
1990-09-18,388.85,388.85,388.85,388.85,388.85,0
1990-09-19,385.85,385.85,385.85,385.85,385.85,0
1990-09-20,389.75,389.75,389.75,389.75,389.75,0
1990-09-21,389.25,389.25,389.25,389.25,389.25,0
1990-09-24,403.62,403.62,403.62,403.62,403.62,0
1990-09-25,401.4,401.4,401.4,401.4,401.4,0
1990-09-26,407.38,407.38,407.38,407.38,407.38,0
1990-09-27,405.25,405.25,405.25,405.25,405.25,0
1990-09-28,403.15,403.15,403.15,403.15,403.15,0
1990-10-01,388.55,388.55,388.55,388.55,388.55,0
1990-10-02,389.05,389.05,389.05,389.05,389.05,0
1990-10-03,394.62,394.62,394.62,394.62,394.62,0
1990-10-04,393.25,393.25,393.25,393.25,393.25,0
1990-10-05,394.25,394.25,394.25,394.25,394.25,0
1990-10-08,394.0,394.0,394.0,394.0,394.0,0
1990-10-09,390.5,390.5,390.5,390.5,390.5,0
1990-10-10,388.88,388.88,388.88,388.88,388.88,0
1990-10-11,391.15,391.15,391.15,391.15,391.15,0
1990-10-12,388.25,388.25,388.25,388.25,388.25,0
1990-10-15,375.75,375.75,375.75,375.75,375.75,0
1990-10-16,362.35,362.35,362.35,362.35,362.35,0
1990-10-17,366.55,366.55,366.55,366.55,366.55,0
1990-10-18,371.38,371.38,371.38,371.38,371.38,0
1990-10-19,372.95,372.95,372.95,372.95,372.95,0
1990-10-22,369.75,369.75,369.75,369.75,369.75,0
1990-10-23,370.95,370.95,370.95,370.95,370.95,0
1990-10-24,373.75,373.75,373.75,373.75,373.75,0
1990-10-25,376.45,376.45,376.45,376.45,376.45,0
1990-10-26,371.25,371.25,371.25,371.25,371.25,0
1990-10-29,374.3,374.3,374.3,374.3,374.3,0
1990-10-30,378.75,378.75,378.75,378.75,378.75,0
1990-10-31,380.2,380.2,380.2,380.2,380.2,0
1990-11-01,381.55,381.55,381.55,381.55,381.55,0
1990-11-02,376.5,376.5,376.5,376.5,376.5,0
1990-11-05,378.95,378.95,378.95,378.95,378.95,0
1990-11-06,385.35,385.35,385.35,385.35,385.35,0
1990-11-07,386.6,386.6,386.6,386.6,386.6,0
1990-11-08,387.25,387.25,387.25,387.25,387.25,0
1990-11-09,384.65,384.65,384.65,384.65,384.65,0
1990-11-12,381.6,381.6,381.6,381.6,381.6,0
1990-11-13,385.25,385.25,385.25,385.25,385.25,0
1990-11-14,377.45,377.45,377.45,377.45,377.45,0
1990-11-15,379.05,379.05,379.05,379.05,379.05,0
1990-11-16,379.15,379.15,379.15,379.15,379.15,0
1990-11-19,381.75,381.75,381.75,381.75,381.75,0
1990-11-20,377.75,377.75,377.75,377.75,377.75,0
1990-11-21,379.35,379.35,379.35,379.35,379.35,0
1990-11-22,380.25,380.25,380.25,380.25,380.25,0
1990-11-23,384.15,384.15,384.15,384.15,384.15,0
1990-11-26,386.45,386.45,386.45,386.45,386.45,0
1990-11-27,385.15,385.15,385.15,385.15,385.15,0
1990-11-28,384.95,384.95,384.95,384.95,384.95,0
1990-11-29,387.35,387.35,387.35,387.35,387.35,0
1990-11-30,382.25,382.25,382.25,382.25,382.25,0
1990-12-03,375.55,375.55,375.55,375.55,375.55,0
1990-12-04,376.05,376.05,376.05,376.05,376.05,0
1990-12-05,373.2,373.2,373.2,373.2,373.2,0
1990-12-06,371.35,371.35,371.35,371.35,371.35,0
1990-12-07,369.55,369.55,369.55,369.55,369.55,0
1990-12-10,373.25,373.25,373.25,373.25,373.25,0
1990-12-11,372.25,372.25,372.25,372.25,372.25,0
1990-12-12,371.75,371.75,371.75,371.75,371.75,0
1990-12-13,373.3,373.3,373.3,373.3,373.3,0
1990-12-14,376.05,376.05,376.05,376.05,376.05,0
1990-12-17,376.75,376.75,376.75,376.75,376.75,0
1990-12-18,376.1,376.1,376.1,376.1,376.1,0
1990-12-19,384.25,384.25,384.25,384.25,384.25,0
1990-12-20,383.65,383.65,383.65,383.65,383.65,0
1990-12-21,381.45,381.45,381.45,381.45,381.45,0
1990-12-24,383.5,383.5,383.5,383.5,383.5,0
1990-12-25,390.0,390.0,390.0,390.0,390.0,0
1990-12-26,384.25,384.25,384.25,384.25,384.25,0
1990-12-27,384.85,384.85,384.85,384.85,384.85,0
1990-12-28,393.0,393.0,393.0,393.0,393.0,0
1990-12-31,393.0,393.0,393.0,393.0,393.0,0
1991-01-02,388.65,388.65,388.65,388.65,388.65,0
1991-01-03,386.75,386.75,386.75,386.75,386.75,0
1991-01-04,385.3,385.3,385.3,385.3,385.3,0
1991-01-07,393.1,393.1,393.1,393.1,393.1,0
1991-01-08,390.75,390.75,390.75,390.75,390.75,0
1991-01-09,391.75,391.75,391.75,391.75,391.75,0
1991-01-10,389.65,389.65,389.65,389.65,389.65,0
1991-01-11,391.5,391.5,391.5,391.5,391.5,0
1991-01-14,398.75,398.75,398.75,398.75,398.75,0
1991-01-15,399.0,399.0,399.0,399.0,399.0,0
1991-01-16,403.38,403.38,403.38,403.38,403.38,0
1991-01-17,374.0,374.0,374.0,374.0,374.0,0
1991-01-18,374.1,374.1,374.1,374.1,374.1,0
1991-01-21,379.35,379.35,379.35,379.35,379.35,0
1991-01-22,380.75,380.75,380.75,380.75,380.75,0
1991-01-23,378.25,378.25,378.25,378.25,378.25,0
1991-01-24,372.9,372.9,372.9,372.9,372.9,0
1991-01-25,375.85,375.85,375.85,375.85,375.85,0
1991-01-28,376.6,376.6,376.6,376.6,376.6,0
1991-01-29,376.35,376.35,376.35,376.35,376.35,0
1991-01-30,367.95,367.95,367.95,367.95,367.95,0
1991-01-31,366.35,366.35,366.35,366.35,366.35,0
1991-02-01,365.55,365.55,365.55,365.55,365.55,0
1991-02-04,368.35,368.35,368.35,368.35,368.35,0
1991-02-05,365.85,365.85,365.85,365.85,365.85,0
1991-02-06,362.35,362.35,362.35,362.35,362.35,0
1991-02-07,367.25,367.25,367.25,367.25,367.25,0
1991-02-08,369.55,369.55,369.55,369.55,369.55,0
1991-02-11,366.25,366.25,366.25,366.25,366.25,0
1991-02-12,367.0,367.0,367.0,367.0,367.0,0
1991-02-13,367.05,367.05,367.05,367.05,367.05,0
1991-02-14,367.95,367.95,367.95,367.95,367.95,0
1991-02-15,363.75,363.75,363.75,363.75,363.75,0
1991-02-18,363.95,363.95,363.95,363.95,363.95,0
1991-02-19,363.65,363.65,363.65,363.65,363.65,0
1991-02-20,363.9,363.9,363.9,363.9,363.9,0
1991-02-21,361.55,361.55,361.55,361.55,361.55,0
1991-02-22,357.0,357.0,357.0,357.0,357.0,0
1991-02-25,359.25,359.25,359.25,359.25,359.25,0
1991-02-26,358.25,358.25,358.25,358.25,358.25,0
1991-02-27,361.1,361.1,361.1,361.1,361.1,0
1991-02-28,366.15,366.15,366.15,366.15,366.15,0
1991-03-01,366.85,366.85,366.85,366.85,366.85,0
1991-03-04,367.05,367.05,367.05,367.05,367.05,0
1991-03-05,364.0,364.0,364.0,364.0,364.0,0
1991-03-06,366.5,366.5,366.5,366.5,366.5,0
1991-03-07,366.95,366.95,366.95,366.95,366.95,0
1991-03-08,369.0,369.0,369.0,369.0,369.0,0
1991-03-11,365.1,365.1,365.1,365.1,365.1,0
1991-03-12,364.9,364.9,364.9,364.9,364.9,0
1991-03-13,366.85,366.85,366.85,366.85,366.85,0
1991-03-14,364.95,364.95,364.95,364.95,364.95,0
1991-03-15,364.45,364.45,364.45,364.45,364.45,0
1991-03-18,362.35,362.35,362.35,362.35,362.35,0
1991-03-19,363.35,363.35,363.35,363.35,363.35,0
1991-03-20,362.45,362.45,362.45,362.45,362.45,0
1991-03-21,362.05,362.05,362.05,362.05,362.05,0
1991-03-22,362.55,362.55,362.55,362.55,362.55,0
1991-03-25,358.65,358.65,358.65,358.65,358.65,0
1991-03-26,356.95,356.95,356.95,356.95,356.95,0
1991-03-27,355.25,355.25,355.25,355.25,355.25,0
1991-03-28,356.55,356.55,356.55,356.55,356.55,0
1991-03-29,355.6,355.6,355.6,355.6,355.6,0
1991-04-01,359.0,359.0,359.0,359.0,359.0,0
1991-04-02,357.45,357.45,357.45,357.45,357.45,0
1991-04-03,359.4,359.4,359.4,359.4,359.4,0
1991-04-04,358.5,358.5,358.5,358.5,358.5,0
1991-04-05,359.05,359.05,359.05,359.05,359.05,0
1991-04-08,360.85,360.85,360.85,360.85,360.85,0
1991-04-09,364.15,364.15,364.15,364.15,364.15,0
1991-04-10,363.45,363.45,363.45,363.45,363.45,0
1991-04-11,362.05,362.05,362.05,362.05,362.05,0
1991-04-12,359.95,359.95,359.95,359.95,359.95,0
1991-04-15,360.55,360.55,360.55,360.55,360.55,0
1991-04-16,360.1,360.1,360.1,360.1,360.1,0
1991-04-17,360.95,360.95,360.95,360.95,360.95,0
1991-04-18,357.6,357.6,357.6,357.6,357.6,0
1991-04-19,356.65,356.65,356.65,356.65,356.65,0
1991-04-22,357.25,357.25,357.25,357.25,357.25,0
1991-04-23,356.6,356.6,356.6,356.6,356.6,0
1991-04-24,355.95,355.95,355.95,355.95,355.95,0
1991-04-25,353.95,353.95,353.95,353.95,353.95,0
1991-04-26,353.85,353.85,353.85,353.85,353.85,0
1991-04-29,352.25,352.25,352.25,352.25,352.25,0
1991-04-30,356.6,356.6,356.6,356.6,356.6,0
1991-05-01,356.0,356.0,356.0,356.0,356.0,0
1991-05-02,355.1,355.1,355.1,355.1,355.1,0
1991-05-03,353.85,353.85,353.85,353.85,353.85,0
1991-05-06,355.25,355.25,355.25,355.25,355.25,0
1991-05-07,356.65,356.65,356.65,356.65,356.65,0
1991-05-08,357.3,357.3,357.3,357.3,357.3,0
1991-05-09,358.25,358.25,358.25,358.25,358.25,0
1991-05-10,356.85,356.85,356.85,356.85,356.85,0
1991-05-13,358.25,358.25,358.25,358.25,358.25,0
1991-05-14,359.4,359.4,359.4,359.4,359.4,0
1991-05-15,359.45,359.45,359.45,359.45,359.45,0
1991-05-16,356.15,356.15,356.15,356.15,356.15,0
1991-05-17,354.75,354.75,354.75,354.75,354.75,0
1991-05-20,356.65,356.65,356.65,356.65,356.65,0
1991-05-21,356.75,356.75,356.75,356.75,356.75,0
1991-05-22,355.65,355.65,355.65,355.65,355.65,0
1991-05-23,354.95,354.95,354.95,354.95,354.95,0
1991-05-24,356.25,356.25,356.25,356.25,356.25,0
1991-05-27,356.6,356.6,356.6,356.6,356.6,0
1991-05-28,363.25,363.25,363.25,363.25,363.25,0
1991-05-29,360.45,360.45,360.45,360.45,360.45,0
1991-05-30,362.7,362.7,362.7,362.7,362.7,0
1991-05-31,361.5,361.5,361.5,361.5,361.5,0
1991-06-03,362.5,362.5,362.5,362.5,362.5,0
1991-06-04,362.05,362.05,362.05,362.05,362.05,0
1991-06-05,362.45,362.45,362.45,362.45,362.45,0
1991-06-06,365.45,365.45,365.45,365.45,365.45,0
1991-06-07,366.25,366.25,366.25,366.25,366.25,0
1991-06-10,372.95,372.95,372.95,372.95,372.95,0
1991-06-11,370.5,370.5,370.5,370.5,370.5,0
1991-06-12,369.9,369.9,369.9,369.9,369.9,0
1991-06-13,369.35,369.35,369.35,369.35,369.35,0
1991-06-14,366.5,366.5,366.5,366.5,366.5,0
1991-06-17,367.75,367.75,367.75,367.75,367.75,0
1991-06-18,367.75,367.75,367.75,367.75,367.75,0
1991-06-19,368.15,368.15,368.15,368.15,368.15,0
1991-06-20,368.2,368.2,368.2,368.2,368.2,0
1991-06-21,366.95,366.95,366.95,366.95,366.95,0
1991-06-24,363.55,363.55,363.55,363.55,363.55,0
1991-06-25,364.5,364.5,364.5,364.5,364.5,0
1991-06-26,366.1,366.1,366.1,366.1,366.1,0
1991-06-27,366.0,366.0,366.0,366.0,366.0,0
1991-06-28,368.25,368.25,368.25,368.25,368.25,0
1991-07-01,368.25,368.25,368.25,368.25,368.25,0
1991-07-02,367.8,367.8,367.8,367.8,367.8,0
1991-07-03,369.75,369.75,369.75,369.75,369.75,0
1991-07-04,369.75,369.75,369.75,369.75,369.75,0
1991-07-05,370.25,370.25,370.25,370.25,370.25,0
1991-07-08,370.25,370.25,370.25,370.25,370.25,0
1991-07-09,369.25,369.25,369.25,369.25,369.25,0
1991-07-10,369.65,369.65,369.65,369.65,369.65,0
1991-07-11,367.5,367.5,367.5,367.5,367.5,0
1991-07-12,368.5,368.5,368.5,368.5,368.5,0
1991-07-15,369.55,369.55,369.55,369.55,369.55,0
1991-07-16,368.9,368.9,368.9,368.9,368.9,0
1991-07-17,369.55,369.55,369.55,369.55,369.55,0
1991-07-18,369.15,369.15,369.15,369.15,369.15,0
1991-07-19,370.6,370.6,370.6,370.6,370.6,0
1991-07-22,367.4,367.4,367.4,367.4,367.4,0
1991-07-23,367.5,367.5,367.5,367.5,367.5,0
1991-07-24,364.55,364.55,364.55,364.55,364.55,0
1991-07-25,364.55,364.55,364.55,364.55,364.55,0
1991-07-26,366.25,366.25,366.25,366.25,366.25,0
1991-07-29,364.15,364.15,364.15,364.15,364.15,0
1991-07-30,363.75,363.75,363.75,363.75,363.75,0
1991-07-31,363.95,363.95,363.95,363.95,363.95,0
1991-08-01,363.55,363.55,363.55,363.55,363.55,0
1991-08-02,356.35,356.35,356.35,356.35,356.35,0
1991-08-05,356.3,356.3,356.3,356.3,356.3,0
1991-08-06,357.25,357.25,357.25,357.25,357.25,0
1991-08-07,356.95,356.95,356.95,356.95,356.95,0
1991-08-08,356.7,356.7,356.7,356.7,356.7,0
1991-08-09,358.75,358.75,358.75,358.75,358.75,0
1991-08-12,357.5,357.5,357.5,357.5,357.5,0
1991-08-13,356.8,356.8,356.8,356.8,356.8,0
1991-08-14,357.85,357.85,357.85,357.85,357.85,0
1991-08-15,357.3,357.3,357.3,357.3,357.3,0
1991-08-16,358.0,358.0,358.0,358.0,358.0,0
1991-08-19,358.9,358.9,358.9,358.9,358.9,0
1991-08-20,356.2,356.2,356.2,356.2,356.2,0
1991-08-21,355.95,355.95,355.95,355.95,355.95,0
1991-08-22,354.55,354.55,354.55,354.55,354.55,0
1991-08-23,353.85,353.85,353.85,353.85,353.85,0
1991-08-26,355.25,355.25,355.25,355.25,355.25,0
1991-08-27,354.5,354.5,354.5,354.5,354.5,0
1991-08-28,354.5,354.5,354.5,354.5,354.5,0
1991-08-29,351.45,351.45,351.45,351.45,351.45,0
1991-08-30,348.55,348.55,348.55,348.55,348.55,0
1991-09-02,348.0,348.0,348.0,348.0,348.0,0
1991-09-03,348.25,348.25,348.25,348.25,348.25,0
1991-09-04,349.05,349.05,349.05,349.05,349.05,0
1991-09-05,346.85,346.85,346.85,346.85,346.85,0
1991-09-06,349.15,349.15,349.15,349.15,349.15,0
1991-09-09,350.9,350.9,350.9,350.9,350.9,0
1991-09-10,349.75,349.75,349.75,349.75,349.75,0
1991-09-11,345.45,345.45,345.45,345.45,345.45,0
1991-09-12,344.25,344.25,344.25,344.25,344.25,0
1991-09-13,344.45,344.45,344.45,344.45,344.45,0
1991-09-16,344.55,344.55,344.55,344.55,344.55,0
1991-09-17,346.7,346.7,346.7,346.7,346.7,0
1991-09-18,348.25,348.25,348.25,348.25,348.25,0
1991-09-19,348.45,348.45,348.45,348.45,348.45,0
1991-09-20,348.55,348.55,348.55,348.55,348.55,0
1991-09-23,351.0,351.0,351.0,351.0,351.0,0
1991-09-24,353.75,353.75,353.75,353.75,353.75,0
1991-09-25,352.6,352.6,352.6,352.6,352.6,0
1991-09-26,350.8,350.8,350.8,350.8,350.8,0
1991-09-27,349.25,349.25,349.25,349.25,349.25,0
1991-09-30,354.05,354.05,354.05,354.05,354.05,0
1991-10-01,354.1,354.1,354.1,354.1,354.1,0
1991-10-02,355.15,355.15,355.15,355.15,355.15,0
1991-10-03,357.8,357.8,357.8,357.8,357.8,0
1991-10-04,358.85,358.85,358.85,358.85,358.85,0
1991-10-07,358.9,358.9,358.9,358.9,358.9,0
1991-10-08,356.95,356.95,356.95,356.95,356.95,0
1991-10-09,359.15,359.15,359.15,359.15,359.15,0
1991-10-10,358.2,358.2,358.2,358.2,358.2,0
1991-10-11,359.5,359.5,359.5,359.5,359.5,0
1991-10-14,358.3,358.3,358.3,358.3,358.3,0
1991-10-15,357.45,357.45,357.45,357.45,357.45,0
1991-10-16,357.6,357.6,357.6,357.6,357.6,0
1991-10-17,360.1,360.1,360.1,360.1,360.1,0
1991-10-18,362.05,362.05,362.05,362.05,362.05,0
1991-10-21,363.3,363.3,363.3,363.3,363.3,0
1991-10-22,363.25,363.25,363.25,363.25,363.25,0
1991-10-23,362.15,362.15,362.15,362.15,362.15,0
1991-10-24,361.85,361.85,361.85,361.85,361.85,0
1991-10-25,360.5,360.5,360.5,360.5,360.5,0
1991-10-28,358.6,358.6,358.6,358.6,358.6,0
1991-10-29,359.1,359.1,359.1,359.1,359.1,0
1991-10-30,357.9,357.9,357.9,357.9,357.9,0
1991-10-31,357.95,357.95,357.95,357.95,357.95,0
1991-11-01,355.35,355.35,355.35,355.35,355.35,0
1991-11-04,356.75,356.75,356.75,356.75,356.75,0
1991-11-05,354.35,354.35,354.35,354.35,354.35,0
1991-11-06,354.6,354.6,354.6,354.6,354.6,0
