datetime,timestamp,gmtoffset,open,high,low,close,volume
2025-08-18 17:10:00,1755537000,0,230.793502,230.949905,230.755004,230.839996,192597.0
2025-08-18 17:15:00,1755537300,0,230.850006,231.020004,230.839996,231.009994,192721.0
2025-08-18 17:20:00,1755537600,0,231.009994,231.044998,230.889999,231.0,267482.0
2025-08-18 17:25:00,1755537900,0,231.0,231.149993,230.979995,231.070007,161893.0
2025-08-18 17:30:00,1755538200,0,231.080001,231.669998,231.080001,231.330001,475044.0
2025-08-18 17:35:00,1755538500,0,231.330001,231.449996,231.204498,231.240005,205958.0
2025-08-18 17:40:00,1755538800,0,231.229995,231.300003,231.020004,231.029998,225118.0
2025-08-18 17:45:00,1755539100,0,231.020004,231.049804,230.899993,230.979995,172196.0
2025-08-18 17:50:00,1755539400,0,230.979995,231.039306,230.900299,231.007202,135873.0
2025-08-18 17:55:00,1755539700,0,231.014999,231.169998,230.970001,231.080001,914246.0
2025-08-18 18:00:00,1755540000,0,231.089996,231.149993,230.940002,231.108398,203383.0
2025-08-18 18:05:00,1755540300,0,231.11,231.309997,231.067001,231.255004,200915.0
2025-08-18 18:10:00,1755540600,0,231.259994,231.330001,231.149993,231.160003,182946.0
2025-08-18 18:15:00,1755540900,0,231.161605,231.220092,231.0,231.110992,194711.0
2025-08-18 18:20:00,1755541200,0,231.115005,231.231597,231.053298,231.11,193902.0
2025-08-18 18:25:00,1755541500,0,231.115707,231.240005,231.092895,231.145004,166199.0
2025-08-18 18:30:00,1755541800,0,231.149993,231.285003,231.100006,231.190002,179109.0
2025-08-18 18:35:00,1755542100,0,231.179992,231.320007,231.134994,231.240005,180741.0
2025-08-18 18:40:00,1755542400,0,231.240005,231.309997,231.163406,231.235,176604.0
2025-08-18 18:45:00,1755542700,0,231.25,231.25,231.114593,231.139999,157265.0
2025-08-18 18:50:00,1755543000,0,231.149993,231.475006,231.130004,231.449996,222464.0
2025-08-18 18:55:00,1755543300,0,231.449996,231.570007,231.410003,231.460006,264722.0
2025-08-18 19:00:00,1755543600,0,231.470001,231.652999,231.410202,231.649993,254973.0
2025-08-18 19:05:00,1755543900,0,231.654998,231.675003,231.460006,231.490997,429384.0
2025-08-18 19:10:00,1755544200,0,231.509994,231.509994,231.229995,231.274993,237205.0
2025-08-18 19:15:00,1755544500,0,231.270095,231.410003,231.160003,231.380096,281958.0
2025-08-18 19:20:00,1755544800,0,231.384994,231.499893,231.320007,231.399993,273587.0
2025-08-18 19:25:00,1755545100,0,231.399993,231.399993,231.190002,231.225006,228438.0
2025-08-18 19:30:00,1755545400,0,231.220001,231.309997,231.089996,231.300003,290216.0
2025-08-18 19:35:00,1755545700,0,231.300003,231.520004,231.300003,231.400604,273176.0
2025-08-18 19:40:00,1755546000,0,231.395996,231.479995,231.199996,231.365005,399650.0
2025-08-18 19:45:00,1755546300,0,231.369995,231.470001,231.274993,231.350006,259063.0
2025-08-18 19:50:00,1755546600,0,231.346298,231.550003,231.289993,231.494995,518853.0
2025-08-18 19:55:00,1755546900,0,231.479995,231.485,230.880004,230.880004,1101617.0
2025-08-18 20:00:00,1755547200,0,230.889999,230.889999,230.889999,230.889999,
2025-08-19 13:30:00,1755610200,0,231.274993,231.580001,230.619995,230.7238,1867203.0
2025-08-19 13:35:00,1755610500,0,230.719406,231.109893,230.589996,230.949996,506376.0
2025-08-19 13:40:00,1755610800,0,230.975006,232.044998,230.960006,231.229995,695469.0
2025-08-19 13:45:00,1755611100,0,231.240005,231.899902,231.050003,231.889892,453569.0
2025-08-19 13:50:00,1755611400,0,231.889999,232.219894,231.574996,232.100006,624002.0
2025-08-19 13:55:00,1755611700,0,232.095001,232.289993,231.927597,232.070007,459313.0
2025-08-19 14:00:00,1755612000,0,232.039993,232.820007,231.960006,232.679992,588811.0
2025-08-19 14:05:00,1755612300,0,232.679992,232.824996,232.440002,232.710006,489038.0
2025-08-19 14:10:00,1755612600,0,232.725006,232.865005,232.440002,232.630004,559397.0
2025-08-19 14:15:00,1755612900,0,232.630004,232.649993,232.162796,232.175003,402762.0
2025-08-19 14:20:00,1755613200,0,232.179992,232.309997,231.970001,231.990005,350405.0
2025-08-19 14:25:00,1755613500,0,232.006195,232.020004,231.589996,231.830001,593593.0
2025-08-19 14:30:00,1755613800,0,231.820007,232.244995,231.640899,232.175003,455503.0
2025-08-19 14:35:00,1755614100,0,232.175003,232.270004,231.380096,231.464996,487082.0
2025-08-19 14:40:00,1755614400,0,231.485,231.660003,231.309997,231.399993,378703.0
2025-08-19 14:45:00,1755614700,0,231.369995,231.380004,230.960006,231.005004,492116.0
2025-08-19 14:50:00,1755615000,0,231.0,231.175003,230.789993,231.088394,873967.0
2025-08-19 14:55:00,1755615300,0,231.089996,231.134994,230.830001,230.86,325792.0
2025-08-19 15:00:00,1755615600,0,230.880004,231.049896,230.580001,230.960006,409014.0
2025-08-19 15:05:00,1755615900,0,230.970001,231.179992,230.839996,230.940002,414105.0
2025-08-19 15:10:00,1755616200,0,230.940002,231.0,230.470001,230.994995,446631.0
2025-08-19 15:15:00,1755616500,0,230.990005,231.009994,230.720306,230.830001,263945.0
2025-08-19 15:20:00,1755616800,0,230.869995,230.919998,230.585006,230.659194,248553.0
2025-08-19 15:25:00,1755617100,0,230.669998,231.339996,230.660003,231.322601,535954.0
2025-08-19 15:30:00,1755617400,0,231.320007,231.485,231.139999,231.485,376151.0
2025-08-19 15:35:00,1755617700,0,231.488998,231.580001,231.285003,231.529998,291852.0
2025-08-19 15:40:00,1755618000,0,231.528396,231.660003,231.430099,231.539993,419013.0
2025-08-19 15:45:00,1755618300,0,231.550003,231.589996,231.279998,231.279998,220296.0
2025-08-19 15:50:00,1755618600,0,231.279998,231.455001,231.149993,231.389999,258900.0
2025-08-19 15:55:00,1755618900,0,231.389999,231.499893,231.309997,231.395004,166760.0
2025-08-19 16:00:00,1755619200,0,231.391204,231.539993,231.369995,231.429992,162644.0
2025-08-19 16:05:00,1755619500,0,231.434997,231.479995,231.054992,231.270004,215160.0
2025-08-19 16:10:00,1755619800,0,231.274993,231.320007,231.160003,231.279998,210369.0
2025-08-19 16:15:00,1755620100,0,231.279998,231.440002,231.220001,231.240005,654557.0
2025-08-19 16:20:00,1755620400,0,231.235,231.533599,231.179992,231.410003,170085.0
2025-08-19 16:25:00,1755620700,0,231.419998,231.5,231.160003,231.309906,171949.0
2025-08-19 16:30:00,1755621000,0,231.279998,231.309997,231.139999,231.304992,161681.0
2025-08-19 16:35:00,1755621300,0,231.309997,231.330001,230.945007,231.044998,212025.0
2025-08-19 16:40:00,1755621600,0,231.039993,231.059997,230.740097,230.960006,406577.0
2025-08-19 16:45:00,1755621900,0,230.949295,231.020004,230.809997,230.919998,306731.0
2025-08-19 16:50:00,1755622200,0,230.910003,231.020004,230.794998,230.794998,143780.0
2025-08-19 16:55:00,1755622500,0,230.813293,230.895004,230.699996,230.714996,311624.0
2025-08-19 17:00:00,1755622800,0,230.714996,230.75,230.485,230.630004,497881.0
2025-08-19 17:05:00,1755623100,0,230.619995,230.710006,230.300003,230.319,401486.0
2025-08-19 17:10:00,1755623400,0,230.309997,230.589996,230.300003,230.526,258975.0
2025-08-19 17:15:00,1755623700,0,230.529998,230.544998,230.059997,230.179992,287477.0
2025-08-19 17:20:00,1755624000,0,230.175003,230.520797,230.160003,230.479995,183645.0
2025-08-19 17:25:00,1755624300,0,230.490005,230.649993,230.429992,230.625,154272.0
2025-08-19 17:30:00,1755624600,0,230.619995,230.710006,230.554199,230.554992,164356.0
2025-08-19 17:35:00,1755624900,0,230.559997,230.875,230.559997,230.794998,256790.0
2025-08-19 17:40:00,1755625200,0,230.789993,230.839996,230.639999,230.710006,206733.0
2025-08-19 17:45:00,1755625500,0,230.710006,230.879898,230.660003,230.712997,169819.0
2025-08-19 17:50:00,1755625800,0,230.720001,230.899902,230.720001,230.800003,150126.0
2025-08-19 17:55:00,1755626100,0,230.808395,230.899993,230.699996,230.789993,153602.0
2025-08-19 18:00:00,1755626400,0,230.789993,230.789993,230.389999,230.580001,219334.0
2025-08-19 18:05:00,1755626700,0,230.580001,230.759902,230.399993,230.691604,246489.0
2025-08-19 18:10:00,1755627000,0,230.679992,230.695007,230.089904,230.210006,304638.0
2025-08-19 18:15:00,1755627300,0,230.190002,230.272003,230.093093,230.184997,179478.0
2025-08-19 18:20:00,1755627600,0,230.179992,230.220001,229.869995,230.11,867578.0
2025-08-19 18:25:00,1755627900,0,230.089996,230.210006,229.880294,230.050003,244931.0
2025-08-19 18:30:00,1755628200,0,230.024993,230.089996,229.869995,229.990005,243959.0
2025-08-19 18:35:00,1755628500,0,229.982498,230.050003,229.779998,229.830001,249521.0
2025-08-19 18:40:00,1755628800,0,229.820007,229.910003,229.619995,229.759994,299272.0
2025-08-19 18:45:00,1755629100,0,229.759994,229.794296,229.619995,229.705001,278946.0
2025-08-19 18:50:00,1755629400,0,229.690002,229.779998,229.580001,229.75,270571.0
2025-08-19 18:55:00,1755629700,0,229.755004,230.009994,229.695007,229.75,345255.0
2025-08-19 19:00:00,1755630000,0,229.759994,229.779998,229.350006,229.75,448751.0
2025-08-19 19:05:00,1755630300,0,229.75,229.960006,229.720001,229.800003,242998.0
2025-08-19 19:10:00,1755630600,0,229.800003,229.899993,229.639999,229.699996,285632.0
2025-08-19 19:15:00,1755630900,0,229.699996,229.850006,229.589996,229.824996,324621.0
2025-08-19 19:20:00,1755631200,0,229.820007,230.059799,229.770004,230.050003,272391.0
2025-08-19 19:25:00,1755631500,0,230.044998,230.190002,229.990005,230.184997,273942.0
2025-08-19 19:30:00,1755631800,0,230.184997,230.315093,230.175003,230.220001,309322.0
2025-08-19 19:35:00,1755632100,0,230.220001,230.289993,230.139999,230.289993,338300.0
2025-08-19 19:40:00,1755632400,0,230.309997,230.384994,230.229995,230.380004,379369.0
2025-08-19 19:45:00,1755632700,0,230.385406,230.389999,230.220001,230.25,336055.0
2025-08-19 19:50:00,1755633000,0,230.25,230.445007,229.990005,230.237106,605498.0
2025-08-19 19:55:00,1755633300,0,230.240005,230.679992,230.169998,230.476593,921381.0
2025-08-19 20:00:00,1755633600,0,230.559997,230.559997,230.559997,230.559997,
2025-08-20 13:30:00,1755696600,0,229.970001,230.469894,228.660003,228.759994,2123936.0
2025-08-20 13:35:00,1755696900,0,228.784606,228.789993,227.350006,227.850006,1165925.0
2025-08-20 13:40:00,1755697200,0,227.865005,228.082504,227.369995,227.735,744620.0
2025-08-20 13:45:00,1755697500,0,227.710006,228.270004,227.291503,228.050003,838885.0
2025-08-20 13:50:00,1755697800,0,228.029998,228.119995,226.5,226.524993,1309726.0
2025-08-20 13:55:00,1755698100,0,226.570007,227.449996,226.550003,227.309997,812044.0
2025-08-20 14:00:00,1755698400,0,227.285003,227.779998,227.11,227.551193,697317.0
2025-08-20 14:05:00,1755698700,0,227.520004,227.686203,227.0,227.080001,628296.0
2025-08-20 14:10:00,1755699000,0,227.089996,227.490005,227.020004,227.365005,765735.0
2025-08-20 14:15:00,1755699300,0,227.365005,227.539993,227.11,227.460006,601737.0
2025-08-20 14:20:00,1755699600,0,227.479995,227.720001,227.164993,227.487396,422433.0
2025-08-20 14:25:00,1755699900,0,227.470001,227.574996,226.695007,226.720092,543492.0
2025-08-20 14:30:00,1755700200,0,226.740005,226.994003,226.479995,226.964996,533051.0
2025-08-20 14:35:00,1755700500,0,226.979995,227.043197,226.729995,226.770004,399111.0
2025-08-20 14:40:00,1755700800,0,226.779998,226.86,226.539993,226.800003,420178.0
2025-08-20 14:45:00,1755701100,0,226.789993,226.869995,226.220001,226.396194,555953.0
2025-08-20 14:50:00,1755701400,0,226.397293,226.699996,226.308807,226.464996,354883.0
2025-08-20 14:55:00,1755701700,0,226.470001,226.649902,226.289993,226.570007,358827.0
2025-08-20 15:00:00,1755702000,0,226.539993,226.630004,226.11,226.270004,454784.0
2025-08-20 15:05:00,1755702300,0,226.259994,226.809997,226.179992,226.792404,422618.0
2025-08-20 15:10:00,1755702600,0,226.779998,226.929992,226.649993,226.737396,378420.0
2025-08-20 15:15:00,1755702900,0,226.725006,227.339996,226.720001,227.149993,362700.0
2025-08-20 15:20:00,1755703200,0,227.164993,227.369995,227.139999,227.345001,319634.0
2025-08-20 15:25:00,1755703500,0,227.354995,227.550003,227.210006,227.335006,295434.0
2025-08-20 15:30:00,1755703800,0,227.330001,227.339996,227.074996,227.229995,361234.0
2025-08-20 15:35:00,1755704100,0,227.220001,227.369995,226.899993,227.11,332576.0
2025-08-20 15:40:00,1755704400,0,227.130004,227.25,226.830001,227.082595,297370.0
2025-08-20 15:45:00,1755704700,0,227.089996,227.229904,226.824996,226.86,217670.0
2025-08-20 15:50:00,1755705000,0,226.865005,226.865005,226.490005,226.568099,276799.0
2025-08-20 15:55:00,1755705300,0,226.580001,226.710006,226.410003,226.559799,240862.0
2025-08-20 16:00:00,1755705600,0,226.550003,226.850006,226.524902,226.710006,226394.0
2025-08-20 16:05:00,1755705900,0,226.699996,226.844299,226.649993,226.800003,570055.0
2025-08-20 16:10:00,1755706200,0,226.820007,227.0251,226.789993,227.0,353367.0
2025-08-20 16:15:00,1755706500,0,226.979995,227.080001,226.789993,226.830001,279095.0
2025-08-20 16:20:00,1755706800,0,226.830001,227.125,226.729995,226.940002,232670.0
2025-08-20 16:25:00,1755707100,0,226.940002,227.139999,226.889999,227.134597,211887.0
2025-08-20 16:30:00,1755707400,0,227.130004,227.160003,226.75,226.820007,229113.0
2025-08-20 16:35:00,1755707700,0,226.817993,226.86,226.629699,226.729995,206981.0
2025-08-20 16:40:00,1755708000,0,226.755004,226.783004,226.509994,226.595001,250347.0
2025-08-20 16:45:00,1755708300,0,226.604995,226.604995,226.36,226.529907,263766.0
2025-08-20 16:50:00,1755708600,0,226.529998,226.625,226.339996,226.345001,252281.0
2025-08-20 16:55:00,1755708900,0,226.330001,226.330001,225.889999,226.270004,524111.0
2025-08-20 17:00:00,1755709200,0,226.260101,226.669998,226.182006,226.600006,339637.0
2025-08-20 17:05:00,1755709500,0,226.600006,226.800003,226.510299,226.759994,235688.0
2025-08-20 17:10:00,1755709800,0,226.75,226.830001,226.550003,226.570007,239994.0
2025-08-20 17:15:00,1755710100,0,226.580001,226.850006,226.514999,226.600006,220283.0
2025-08-20 17:20:00,1755710400,0,226.589996,226.729995,226.300094,226.311401,203146.0
2025-08-20 17:25:00,1755710700,0,226.309997,226.369995,226.139999,226.294998,206221.0
2025-08-20 17:30:00,1755711000,0,226.300003,226.750198,226.229995,226.740005,222500.0
2025-08-20 17:35:00,1755711300,0,226.740005,226.779998,226.560104,226.630004,178542.0
2025-08-20 17:40:00,1755711600,0,226.634994,226.684997,226.550003,226.649993,177308.0
2025-08-20 17:45:00,1755711900,0,226.664993,226.830001,226.619995,226.669998,217984.0
2025-08-20 17:50:00,1755712200,0,226.664993,226.729995,226.520004,226.639999,205803.0
2025-08-20 17:55:00,1755712500,0,226.623001,226.639999,226.333694,226.380004,211935.0
2025-08-20 18:00:00,1755712800,0,226.380004,226.539993,225.770004,226.035003,372061.0
2025-08-20 18:05:00,1755713100,0,226.039993,226.399993,225.979995,226.380004,263773.0
2025-08-20 18:10:00,1755713400,0,226.399902,226.434997,226.160003,226.278396,240068.0
2025-08-20 18:15:00,1755713700,0,226.274993,226.369995,226.020004,226.039993,189146.0
2025-08-20 18:20:00,1755714000,0,226.050003,226.145004,225.914505,226.070007,219130.0
2025-08-20 18:25:00,1755714300,0,226.080001,226.210006,225.990005,225.990097,198761.0
2025-08-20 18:30:00,1755714600,0,225.990005,226.192199,225.990005,226.142395,184752.0
2025-08-20 18:35:00,1755714900,0,226.130004,226.25,226.070007,226.25,162563.0
2025-08-20 18:40:00,1755715200,0,226.259994,226.339004,226.179992,226.184997,174460.0
2025-08-20 18:45:00,1755715500,0,226.180694,226.378692,226.149993,226.36,181469.0
2025-08-20 18:50:00,1755715800,0,226.339996,226.357299,226.110992,226.115005,184675.0
2025-08-20 18:55:00,1755716100,0,226.119995,226.184997,225.869995,226.080001,264146.0
2025-08-20 19:00:00,1755716400,0,226.100006,226.149993,225.990005,226.039993,207258.0
2025-08-20 19:05:00,1755716700,0,226.024993,226.330001,226.0,226.304992,211443.0
2025-08-20 19:10:00,1755717000,0,226.300003,226.61,226.279998,226.509994,664808.0
2025-08-20 19:15:00,1755717300,0,226.520004,226.589996,226.399993,226.419998,241506.0
2025-08-20 19:20:00,1755717600,0,226.419998,226.729995,226.391403,226.669998,619942.0
2025-08-20 19:25:00,1755717900,0,226.660095,226.660095,226.36,226.445007,291665.0
2025-08-20 19:30:00,1755718200,0,226.440002,226.595092,226.309997,226.589996,278479.0
2025-08-20 19:35:00,1755718500,0,226.589996,226.647506,226.429992,226.440093,324540.0
2025-08-20 19:40:00,1755718800,0,226.449996,226.619995,226.429992,226.615005,336873.0
2025-08-20 19:45:00,1755719100,0,226.61,226.729995,226.524993,226.623596,318912.0
2025-08-20 19:50:00,1755719400,0,226.604995,227.0,226.25,226.589004,1197584.0
2025-08-20 19:55:00,1755719700,0,226.595001,226.699996,225.929992,225.960006,2048569.0
2025-08-20 20:00:00,1755720000,0,226.009994,226.009994,226.009994,226.009994,
2025-08-21 13:30:00,1755783000,0,226.279998,226.520004,225.229995,225.460006,1589045.0
2025-08-21 13:35:00,1755783300,0,225.494995,225.850006,224.679992,225.809997,778547.0
2025-08-21 13:40:00,1755783600,0,225.789993,225.889999,225.470001,225.710006,365258.0
2025-08-21 13:45:00,1755783900,0,225.720001,226.330001,225.300003,226.251403,586111.0
2025-08-21 13:50:00,1755784200,0,226.257003,226.309997,225.479995,225.942596,387405.0
2025-08-21 13:55:00,1755784500,0,225.960006,225.970001,225.194198,225.199996,377758.0
2025-08-21 14:00:00,1755784800,0,225.199996,226.0,225.020004,225.816299,442556.0
2025-08-21 14:05:00,1755785100,0,225.832,225.929992,225.660003,225.699996,328690.0
2025-08-21 14:10:00,1755785400,0,225.725006,225.850006,225.449996,225.770004,357216.0
2025-08-21 14:15:00,1755785700,0,225.770004,226.020004,225.720092,225.779998,357720.0
2025-08-21 14:20:00,1755786000,0,225.770004,225.820007,225.323196,225.455001,338981.0
2025-08-21 14:25:00,1755786300,0,225.470001,225.600006,225.11,225.579895,336733.0
2025-08-21 14:30:00,1755786600,0,225.527297,225.585006,225.169998,225.410003,246204.0
2025-08-21 14:35:00,1755786900,0,225.399993,225.5,225.119995,225.169998,276997.0
2025-08-21 14:40:00,1755787200,0,225.160003,225.339996,225.100006,225.320007,250570.0
2025-08-21 14:45:00,1755787500,0,225.309997,225.484207,225.160003,225.309997,253736.0
2025-08-21 14:50:00,1755787800,0,225.320007,225.419998,225.25,225.410003,202254.0
2025-08-21 14:55:00,1755788100,0,225.410095,225.410095,225.169998,225.289993,272607.0
2025-08-21 15:00:00,1755788400,0,225.289993,225.480102,225.0,225.119995,326023.0
2025-08-21 15:05:00,1755788700,0,225.130004,225.294998,224.990005,225.199996,315962.0
2025-08-21 15:10:00,1755789000,0,225.190002,225.199996,224.639999,224.679992,428666.0
2025-08-21 15:15:00,1755789300,0,224.669998,225.070007,224.639999,224.729995,365352.0
2025-08-21 15:20:00,1755789600,0,224.729995,225.158599,224.510101,225.079803,423351.0
2025-08-21 15:25:00,1755789900,0,225.071395,225.170196,224.979705,225.130004,266243.0
2025-08-21 15:30:00,1755790200,0,225.134994,225.536193,225.115005,225.505004,299774.0
2025-08-21 15:35:00,1755790500,0,225.509994,225.699996,225.460006,225.699996,318363.0
2025-08-21 15:40:00,1755790800,0,225.699996,225.839996,225.680099,225.759994,253302.0
2025-08-21 15:45:00,1755791100,0,225.764999,225.770004,225.494995,225.559997,215312.0
2025-08-21 15:50:00,1755791400,0,225.544998,225.550003,225.270004,225.350006,247125.0
2025-08-21 15:55:00,1755791700,0,225.350006,225.449996,225.229995,225.259994,192294.0
2025-08-21 16:00:00,1755792000,0,225.259994,225.274993,225.070999,225.085006,205885.0
2025-08-21 16:05:00,1755792300,0,225.070007,225.184997,225.020004,225.020004,173969.0
2025-08-21 16:10:00,1755792600,0,225.009994,225.145004,224.990005,224.994995,185355.0
2025-08-21 16:15:00,1755792900,0,224.979995,225.074996,224.899993,224.929992,229266.0
2025-08-21 16:20:00,1755793200,0,224.919998,225.080001,224.800003,224.985,239433.0
2025-08-21 16:25:00,1755793500,0,224.982406,225.050003,224.800003,224.830001,196508.0
2025-08-21 16:30:00,1755793800,0,224.830001,224.949996,224.699996,224.761398,203773.0
2025-08-21 16:35:00,1755794100,0,224.759994,224.996307,224.690002,224.964996,192570.0
2025-08-21 16:40:00,1755794400,0,224.960006,224.970001,224.710006,224.725097,184600.0
2025-08-21 16:45:00,1755794700,0,224.7285,224.828399,224.699996,224.809997,200985.0
2025-08-21 16:50:00,1755795000,0,224.809997,225.009994,224.779998,224.940002,205891.0
2025-08-21 16:55:00,1755795300,0,224.929992,224.964202,224.539993,224.61,237417.0
2025-08-21 17:00:00,1755795600,0,224.619995,224.645004,224.419998,224.639999,278167.0
2025-08-21 17:05:00,1755795900,0,224.639892,224.820007,224.600006,224.604995,221717.0
2025-08-21 17:10:00,1755796200,0,224.600006,224.600006,224.315002,224.36,351207.0
2025-08-21 17:15:00,1755796500,0,224.350006,224.369995,224.054992,224.11,413441.0
2025-08-21 17:20:00,1755796800,0,224.11,224.130004,223.780395,223.944595,532455.0
2025-08-21 17:25:00,1755797100,0,223.955001,224.220001,223.899993,224.175003,305662.0
2025-08-21 17:30:00,1755797400,0,224.170806,224.509994,224.160003,224.479995,267430.0
2025-08-21 17:35:00,1755797700,0,224.490005,224.699996,224.460006,224.690093,292153.0
2025-08-21 17:40:00,1755798000,0,224.699996,224.778503,224.529998,224.554992,251247.0
2025-08-21 17:45:00,1755798300,0,224.539993,224.75,224.539993,224.675003,196291.0
2025-08-21 17:50:00,1755798600,0,224.669998,224.740005,224.550003,224.639999,161233.0
2025-08-21 17:55:00,1755798900,0,224.639999,224.705093,224.550003,224.559997,131737.0
2025-08-21 18:00:00,1755799200,0,224.550003,224.559997,224.410003,224.479995,205436.0
2025-08-21 18:05:00,1755799500,0,224.470001,224.529998,224.369995,224.419998,160743.0
2025-08-21 18:10:00,1755799800,0,224.419998,224.535003,224.339996,224.490005,173359.0
2025-08-21 18:15:00,1755800100,0,224.460006,224.589996,224.410003,224.544998,168343.0
2025-08-21 18:20:00,1755800400,0,224.557205,224.559997,224.345397,224.428405,171782.0
2025-08-21 18:25:00,1755800700,0,224.429992,224.429992,224.190002,224.229995,248963.0
2025-08-21 18:30:00,1755801000,0,224.223495,224.309997,224.094192,224.230194,213348.0
2025-08-21 18:35:00,1755801300,0,224.240005,224.470001,224.229995,224.429992,208570.0
2025-08-21 18:40:00,1755801600,0,224.413604,224.449996,224.260101,224.274993,217240.0
2025-08-21 18:45:00,1755801900,0,224.279998,224.339294,224.160003,224.320007,182959.0
2025-08-21 18:50:00,1755802200,0,224.330001,224.449996,224.229995,224.429992,170668.0
2025-08-21 18:55:00,1755802500,0,224.419998,224.589904,224.320007,224.509994,219838.0
2025-08-21 19:00:00,1755802800,0,224.5,224.695007,224.479995,224.669998,184174.0
2025-08-21 19:05:00,1755803100,0,224.679992,224.869995,224.661605,224.804992,260264.0
2025-08-21 19:10:00,1755803400,0,224.804901,224.899993,224.710006,224.801605,204054.0
2025-08-21 19:15:00,1755803700,0,224.804992,224.884994,224.699996,224.789993,235744.0
2025-08-21 19:20:00,1755804000,0,224.785095,225.054992,224.770095,225.035003,276222.0
2025-08-21 19:25:00,1755804300,0,225.020004,225.050003,224.860107,224.880004,331501.0
2025-08-21 19:30:00,1755804600,0,224.899993,224.919998,224.61,224.61,323581.0
2025-08-21 19:35:00,1755804900,0,224.619995,224.634201,224.388397,224.475006,281858.0
